raw_ingredient,normalized_ingredient,occurrence_count,suggested_canonical_molecule,confidence_score,review_status
Each vial contains: -Cefoperazone (as Sodium) Sulbactam (as Sodium) .,Each Vial Contains: -cefoperazone (as Sodium) Sulbactam (as Sodium) .,5,Each vial contains: -Cefoperazone (as Sodium) Sulbactam (as Sodium) .,0.99,auto_candidate
Egg Drop Syndrome (EDS) inactivated virus,Egg Drop Syndrome (eds) Inactivated Virus,5,Egg Drop Syndrome (EDS) inactivated virus,0.99,auto_candidate
Enoxacin (as Sesquihydrate),Enoxacin (as Sesquihydrate),5,Enoxacin as Sesquihydrate,0.99,auto_candidate
Enoxacin as Sesquihydrate,Enoxacin As Sesquihydrate,5,Enoxacin as Sesquihydrate,0.99,auto_candidate
Enteric coated pellets of Diclofenac sodium eq. to Diclofenac sodium,Enteric Coated Pellets of Diclofenac Sodium Eq To Diclofenac Sodium,5,Enteric coated pellets of Diclofenac sodium eq. to Diclofenac sodium,0.99,auto_candidate
Enteric-coated Pellets of Duloxetine Hydrochloride eq. to Duloxetine,Enteric-coated Pellets of Duloxetine Hydrochloride Eq To Duloxetine,5,Enteric-coated Pellets of Duloxetine Hydrochloride eq. to Duloxetine,0.99,auto_candidate
Erlotinib (as hydrochloride),Erlotinib (as Hydrochloride),5,Erlotinib (as hydrochloride),0.99,auto_candidate
Extended released pellets of Venlafaxine HCl eq. to Venlafaxine,Extended Released Pellets of Venlafaxine Hcl Eq To Venlafaxine,5,Extended released pellets of Venlafaxine HCl eq. to Venlafaxine,0.99,auto_candidate
Fexofenadine HCl + Pseudoephedrine HCl,Fexofenadine Hcl + Pseudoephedrine Hcl,5,Fexofenadine HCl + Pseudoephedrine HCl,0.99,auto_candidate
Flucoxacillin as Sodium,Flucoxacillin As Sodium,5,Flucoxacillin as Sodium,0.99,auto_candidate
Fluocinolone as Acetate,Fluocinolone As Acetate,5,Fluocinolone as Acetate,0.99,auto_candidate
Flupenthixol (HCl and Decanoate),Flupenthixol (hcl and Decanoate),5,Flupenthixol (HCl and Decanoate),0.99,auto_candidate
Glucosamin Sulphate Potassium Chloride USP eq.to Glucosamine .…500mg Chondroitin Sulphate Sodium (USP)…..400mg,Glucosamin Sulphate Potassium Chloride Usp Eq To Glucosamine .…500mg Chondroitin Sulphate Sodium (usp)…..400mg,5,Glucosamin Sulphate Potassium Chloride USP eq.to Glucosamine .…500mg Chondroitin Sulphate Sodium (USP)…..400mg,0.99,auto_candidate
Gmefloxacin (as Mesylate),Gmefloxacin (as Mesylate),5,Gmefloxacin (as Mesylate),0.99,auto_candidate
GPVAC FLU 7 + 9 Injectable Each ml contains: Inactivated Avian Influenza type H7.……..Inducing ≥ 5 log2 HI units Inactivated Avian Influenza type,Gpvac Flu 7 + 9 Injectable Each Ml Contains: Inactivated Avian Influenza Type H7.……..inducing ≥ 5 Log2 Hi Units Inactivated Avian Influenza Type,5,GPVAC FLU 7 + 9 Injectable Each ml contains: Inactivated Avian Influenza type H7.……..Inducing ≥ 5 log2 HI units Inactivated Avian Influenza type,0.99,auto_candidate
Human Immunoglobulin (human plasma protein with at least 98%IgG,Human Immunoglobulin (human Plasma Protein With At Least 98%igg,5,Human Immunoglobulin (human plasma protein with at least 98%IgG,0.99,auto_candidate
Hydrated Al(OH)3,Hydrated Al(oh)3,5,Hydrated Al(OH)3,0.99,auto_candidate
Hydro pericardium syndrome inactivated virus (Adenovirus),Hydro Pericardium Syndrome Inactivated Virus (adenovirus),5,Hydro pericardium syndrome inactivated virus (Adenovirus),0.99,auto_candidate
Hydrous Bezoyl Peroxide eq. to Anhydrous Benzoyl Peroxide,Hydrous Bezoyl Peroxide Eq To Anhydrous Benzoyl Peroxide,5,Hydrous Bezoyl Peroxide eq. to Anhydrous Benzoyl Peroxide,0.99,auto_candidate
Imipramine as HCl,Imipramine As Hcl,5,Imipramine as HCl,0.99,auto_candidate
Inactivated Adenovirus of Egg Drop Syndrome (EDS) (127 Strain),Inactivated Adenovirus of Egg Drop Syndrome (eds) (127 Strain),5,Inactivated Adenovirus of Egg Drop Syndrome (EDS) (127 Strain),0.99,auto_candidate
Inactivated Avian Adenovirus-,Inactivated Avian Adenovirus-,5,Inactivated Avian Adenovirus-,0.99,auto_candidate
Inactivated Avian Adenovirus-4….......Inducing ≥ 4 log2 IHA units.,Inactivated Avian Adenovirus-4….......inducing ≥ 4 Log2 Iha Units.,5,Inactivated Avian Adenovirus-4….......Inducing ≥ 4 log2 IHA units.,0.99,auto_candidate
"Inactivated Avian Influenza Virus (A/Chicken/Korea/01310/2001 (H9N2), CE20 Strain)","Inactivated Avian Influenza Virus (a / Chicken / Korea / 01310 / 2001 (h9n2), Ce20 Strain)",5,"Inactivated Avian Influenza Virus (A/Chicken/Korea/01310/2001 (H9N2), CE20 Strain)",0.99,auto_candidate
"Inactivated Avian Newcastle disease virus culture solution (Ulster 2C strain, 109.5EID50/0.1mL) --------------- 19%","Inactivated Avian Newcastle Disease Virus Culture Solution (ulster 2c Strain, 109.5eid50 / 0.1ml) --------------- 19%",5,"Inactivated Avian Newcastle disease virus culture solution (Ulster 2C strain, 109.5EID50/0.1mL) --------------- 19%",0.99,auto_candidate
Inactivated Cultures of Infectious Bovine Rhinotracheitis (IBR) Virus,Inactivated Cultures of Infectious Bovine Rhinotracheitis (ibr) Virus,5,Inactivated Cultures of Infectious Bovine Rhinotracheitis (IBR) Virus,0.99,auto_candidate
Inactivated Infectious Bronchitis virus (M41 strain),Inactivated Infectious Bronchitis Virus (m41 Strain),5,Inactivated Infectious Bronchitis virus (M41 strain),0.99,auto_candidate
Inactivated Infectious Bronchtitis Virus (KM91 strain),Inactivated Infectious Bronchtitis Virus (km91 Strain),5,Inactivated Infectious Bronchtitis Virus (KM91 strain),0.99,auto_candidate
"Inactivated Virus of Infectious Bronchitis (Strain M41 NEV 14, NEV 24)","Inactivated Virus of Infectious Bronchitis (strain M41 Nev 14, Nev 24)",5,"Inactivated Virus of Infectious Bronchitis (Strain M41 NEV 14, NEV 24)",0.99,auto_candidate
indacaterol maleate eq to indacaterol,Indacaterol Maleate Eq To Indacaterol,5,indacaterol maleate eq to indacaterol,0.99,auto_candidate
Infectious Laryngotracheitis Virus culture ---------(Min. 103.5TICD50/ dose or 102.0EID50/ dose)-,Infectious Laryngotracheitis Virus Culture ---------(min. 103.5ticd50 / Dose Or 102.0eid50 / Dose)-,5,Infectious Laryngotracheitis Virus culture ---------(Min. 103.5TICD50/ dose or 102.0EID50/ dose)-,0.99,auto_candidate
Iron as polymaltose complex+Folic acid,Iron As Polymaltose Complex + Folic Acid,5,Iron as polymaltose complex+Folic acid,0.99,auto_candidate
Iron III Hydroxide Polymaltose Complex eq. to Elemental Iron + Folic Acid,Iron Iii Hydroxide Polymaltose Complex Eq To Elemental Iron + Folic Acid,5,Iron III hydroxide polymaltose complex eq to. Elemental Iron....................100mg,0.99,auto_candidate
Iron-III-hydroxide polymaltose complex eq. to Elemental Iron,Iron-iii-hydroxide Polymaltose Complex Eq To Elemental Iron,5,Iron-III-hydroxide polymaltose complex eq. to Elemental Iron + Folic Acid,0.99,auto_candidate
Iron-III-hydroxide polymaltose complex eq. to Elemental Iron + Folic Acid,Iron-iii-hydroxide Polymaltose Complex Eq To Elemental Iron + Folic Acid,5,Iron-III-hydroxide polymaltose complex eq. to Elemental Iron + Folic Acid,0.99,auto_candidate
Iron(III)Hydroxide polymaltose complex eq.to elemental iron+Folic acid,Iron(iii)hydroxide Polymaltose Complex Eq To Elemental Iron + Folic Acid,5,Iron(III)Hydroxide polymaltose complex eq.to elemental iron+Folic acid,0.99,auto_candidate
Itraconazole (as IR Pellets 22% w/w),Itraconazole (as Ir Pellets 22% W / W),5,Itraconazole (as IR Pellets 22% w/w),0.99,auto_candidate
Ketoanalogue of Isoleucine (Calcium Salt),Ketoanalogue of Isoleucine (calcium Salt),5,Ketoanalogue of Isoleucine (Calcium Salt),0.99,auto_candidate
Ketoanalogue of Leucin (Calcium Salt),Ketoanalogue of Leucin (calcium Salt),5,Ketoanalogue of Leucin (Calcium Salt),0.99,auto_candidate
Ketoanalogue of Methionine (Calcium Salt),Ketoanalogue of Methionine (calcium Salt),5,Ketoanalogue of Methionine (Calcium Salt),0.99,auto_candidate
Ketoanalogue of Phenylalanine (Calcium Salt),Ketoanalogue of Phenylalanine (calcium Salt),5,Ketoanalogue of Phenylalanine (Calcium Salt),0.99,auto_candidate
Ketoanalogue of Valine (Calcium Salt),Ketoanalogue of Valine (calcium Salt),5,Ketoanalogue of Valine (Calcium Salt),0.99,auto_candidate
Ketoanalogue to isoleucine (calcium salt),Ketoanalogue To Isoleucine (calcium Salt),5,Ketoanalogue to isoleucine (calcium salt),0.99,auto_candidate
Ketoanalogue to leucine (calcium salt),Ketoanalogue To Leucine (calcium Salt),5,Ketoanalogue to leucine (calcium salt),0.99,auto_candidate
Ketoanalogue to methionine (calcium salt),Ketoanalogue To Methionine (calcium Salt),5,Ketoanalogue to methionine (calcium salt),0.99,auto_candidate
Ketoanalogue to phenylalanine (calcium salt),Ketoanalogue To Phenylalanine (calcium Salt),5,Ketoanalogue to phenylalanine (calcium salt),0.99,auto_candidate
Ketoanalogue to valine (calcium salt),Ketoanalogue To Valine (calcium Salt),5,Ketoanalogue to valine (calcium salt),0.99,auto_candidate
Lansoparazole (pellets),Lansoparazole (pellets),5,Lansoparazole (pellets),0.99,auto_candidate
Leptospira Australis (Strain As-05-073),Leptospira Australis (strain As-05-073),5,Leptospira Australis (Strain As-05-073),0.99,auto_candidate
Levalbuterol as HCl,Levalbuterol As Hcl,5,Levalbuterol as HCl,0.99,auto_candidate
Lignocaine HCl 02% with epinephrine (1:100000),Lignocaine Hcl 02% With Epinephrine (1:100000),5,Lignocaine HCl 02% with epinephrine (1:100000),0.99,auto_candidate
Lincomycin(HCl),Lincomycin(hcl),5,Lincomycin(HCl),0.99,auto_candidate
Live attenuated measles Virus (Schwarz strain),Live Attenuated Measles Virus (schwarz Strain),5,Live attenuated measles Virus (Schwarz strain),0.99,auto_candidate
Live attenuated mumps virus (RIT 4385 strain),Live Attenuated Mumps Virus (rit 4385 Strain),5,Live attenuated mumps virus (RIT 4385 strain),0.99,auto_candidate
Live attenuated rubella Virus (WIstar RA 27/3 strain),Live Attenuated Rubella Virus (wistar Ra 27 / 3 Strain),5,Live attenuated rubella Virus (WIstar RA 27/3 strain),0.99,auto_candidate
Live attenuated varicella virus (OKA strain),Live Attenuated Varicella Virus (oka Strain),5,Live attenuated varicella virus (OKA strain),0.99,auto_candidate
lron (III) hydroxide polymaltose complex eq.to elemental Iron,Lron (iii) Hydroxide Polymaltose Complex Eq To Elemental Iron,5,lron (III) hydroxide polymaltose complex eq.to elemental Iron,0.99,auto_candidate
Mefloquine( as HCL),Mefloquine( As Hcl),5,Mefloquine( as HCL),0.99,auto_candidate
Melitracen (HCl),Melitracen (hcl),5,Melitracen (HCl),0.99,auto_candidate
"Menotrophin (human menopausal gonadotrophin HMG, highly purified) corresponding to FSH and LH","Menotrophin (human Menopausal Gonadotrophin Hmg, Highly Purified) Corresponding To Fsh and Lh",5,"Menotrophin (human menopausal gonadotrophin HMG, highly purified) corresponding to FSH and LH",0.99,auto_candidate
Metoprolol succinate eq. to metoprolol tartrate,Metoprolol Succinate Eq To Metoprolol Tartrate,5,Metoprolol succinate eq. to metoprolol tartrate,0.99,auto_candidate
Metoprolol succinate eq. To Metoprolol tartrate,Metoprolol Succinate Eq To Metoprolol Tartrate,5,Metoprolol succinate eq. to metoprolol tartrate,0.99,auto_candidate
Metronandazole (as Benzoate),Metronandazole (as Benzoate),5,Metronandazole (as Benzoate),0.99,auto_candidate
Misoprostol (1% w/w dispersion in HPMC 20mg) eq. to misoprostol,Misoprostol (1% W / W Dispersion In Hpmc 20mg) Eq To Misoprostol,5,Misoprostol (Dispersion),0.99,auto_candidate
Mixed Grass Extract of Lolim Temulentum + Cynodon Dactylon,Mixed Grass Extract of Lolim Temulentum + Cynodon Dactylon,5,Mixed Grass Extract of Lolim Temulentum + Cynodon Dactylon,0.99,auto_candidate
Montelukast(as Sodium),Montelukast(as Sodium),5,Montelukast(as Sodium),0.99,auto_candidate
Mupirocin(as calcium dihydrate),Mupirocin(as Calcium Dihydrate),5,Mupirocin(as calcium dihydrate),0.99,auto_candidate
Newcastle Disease (ND) inactivated virus,Newcastle Disease (nd) Inactivated Virus,5,"Newcastle disease inactivated virus (NDV, LaSota strain)",0.99,auto_candidate
Newcastle Disease Virus….........…Inducing ≥ 5 log2 HI units.,Newcastle Disease Virus….........…inducing ≥ 5 Log2 Hi Units.,5,Newcastle Disease Virus….........…Inducing ≥ 5 log2 HI units.,0.99,auto_candidate
Oil(Montanide ISA 70),Oil(montanide Isa 70),5,Oil(Montanide ISA 70),0.99,auto_candidate
Olopatedine Hydrochloride 1.11mg eq. to Olopatadine,Olopatedine Hydrochloride 1.11mg Eq To Olopatadine,5,Olopatedine Hydrochloride 1.11mg eq. to Olopatadine,0.99,auto_candidate
Omeperazole (Pallets),Omeperazole (pallets),5,Omeperazole (Pallets),0.99,auto_candidate
Omeprazole enteric coated pellets (8.5%w/w) eq. to Omeprazole,Omeprazole Enteric Coated Pellets (8.5%w / W) Eq To Omeprazole,5,Omeprazole enteric coated pellets eq. to Omeprazole,0.99,auto_candidate
Ondansetron(as HCL),Ondansetron(as Hcl),5,Ondansetron(as HCL),0.99,auto_candidate
One immidiate relese layer of Ciprofloxacin as HCl,One Immidiate Relese Layer of Ciprofloxacin As Hcl,5,One immidiate relese layer of Ciprofloxacin as HCl,0.99,auto_candidate
Oxcarbazepine.,Oxcarbazepine.,5,Oxcarbazepine.,0.99,auto_candidate
Palonosetron HCl eq. to Palonosetron,Palonosetron Hcl Eq To Palonosetron,5,Palonosetron HCl eq. to Palonosetron,0.99,auto_candidate
PANTOPRAZOL SODIUM SESQUIHYDRATE EQ.TO PANTOPRAZOLE(PELLETS),Pantoprazol Sodium Sesquihydrate Eq To Pantoprazole(pellets),5,PANTOPRAZOL SODIUM SESQUIHYDRATE EQ.TO PANTOPRAZOLE(PELLETS),0.99,auto_candidate
Paracetamol + Caffeine,Paracetamol + Caffeine,5,Paracetamol + Caffeine,0.99,auto_candidate
Pentazocin (as lactate),Pentazocin (as Lactate),5,Pentazocin (as lactate),0.99,auto_candidate
Permethol.,Permethol.,5,Permethol.,0.99,auto_candidate
Plain Catgut Absorbable Suture With Needle,Plain Catgut Absorbable Suture With Needle,5,Plain Catgut Absorbable Suture With Needle,0.99,auto_candidate
Poliomyelitis virus type 1 (Mahoney),Poliomyelitis Virus Type 1 (mahoney),5,Poliomyelitis virus type 1 (Mahoney),0.99,auto_candidate
Poliomyelitis virus type 2 (MEF 1),Poliomyelitis Virus Type 2 (mef 1),5,Poliomyelitis virus type 2 (MEF 1),0.99,auto_candidate
Poliomyelitis virus type 3 (Saukett),Poliomyelitis Virus Type 3 (saukett),5,Poliomyelitis virus type 3 (Saukett),0.99,auto_candidate
Poliovirus Type 1 Mahoney strain (inactivated),Poliovirus Type 1 Mahoney Strain (inactivated),5,Poliovirus Type 1 Mahoney strain (inactivated),0.99,auto_candidate
"Poliovirus Type 2, MEF-1 strain (inactivated)","Poliovirus Type 2, Mef-1 Strain (inactivated)",5,"Poliovirus Type 2, MEF-1 strain (inactivated)",0.99,auto_candidate
"Poliovirus Type 3, Saukett strain (inactivated)","Poliovirus Type 3, Saukett Strain (inactivated)",5,"Poliovirus Type 3, Saukett strain (inactivated)",0.99,auto_candidate
Polyglycolic Acid Absorbable Suture With Needle,Polyglycolic Acid Absorbable Suture With Needle,5,Polyglycolic Acid Absorbable Suture With Needle,0.99,auto_candidate
Polypropylene Monofilament Non Absorbable Suture With Needle,Polypropylene Monofilament Non Absorbable Suture With Needle,5,Polypropylene Monofilament Non Absorbable Suture With Needle,0.99,auto_candidate
"Polysaccharide of Group A,C,Y and W135","Polysaccharide of Group A,c,y and W135",5,"Polysaccharide of Group A,C,Y and W135",0.99,auto_candidate
Pyridoxin (Vitamin B6),Pyridoxin (vitamin B6),5,Pyridoxin (Vitamin B6),0.99,auto_candidate
Pyroxicam as Beta Cyclodextrin,Pyroxicam As Beta Cyclodextrin,5,Pyroxicam as Beta Cyclodextrin,0.99,auto_candidate
Quetapine as Fumarate,Quetapine As Fumarate,5,Quetapine as Fumarate,0.99,auto_candidate
Raniridine (as HCL),Raniridine (as Hcl),5,Raniridine (as HCL),0.99,auto_candidate
Ribociclib (as succinate) ..200mg,Ribociclib (as Succinate) ..200mg,5,Ribociclib (as succinate) ..200mg,0.99,auto_candidate
"ron protein succiylate 400mg eq to iron (III)20mg,Folic acid2.5mg","Ron Protein Succiylate 400mg Eq To Iron (iii)20mg,folic Acid2.5mg",5,"ron protein succiylate 400mg eq to iron (III)20mg,Folic acid2.5mg",0.99,auto_candidate
Russel's Viper Venom (Vipera russli),Russel's Viper Venom (vipera Russli),5,Russel's Viper Venom (Vipera russli),0.99,auto_candidate
Salbutamol(as Sulphate),Salbutamol(as Sulphate),5,Salbutamol(as Sulphate),0.99,auto_candidate
Salmeterol (as xinafoate(,Salmeterol (as Xinafoate(,5,Salmeterol (as xinafoate(,0.99,auto_candidate
Saw scaled viper venom (Echis carinatus),Saw Scaled Viper Venom (echis Carinatus),5,Saw scaled viper venom (Echis carinatus),0.99,auto_candidate
Second extended release layer of Ciprofloxacin as Betaine Base,Second Extended Release Layer of Ciprofloxacin As Betaine Base,5,Second extended release layer of Ciprofloxacin as Betaine Base,0.99,auto_candidate
Silk Braided Non Absorbable Surgical Suture With Needle,Silk Braided Non Absorbable Surgical Suture With Needle,5,Silk Braided Non Absorbable Surgical Suture With Needle,0.99,auto_candidate
Sodium Chloride and Water For Injection,Sodium Chloride and Water For Injection,5,Sodium Chloride and Water For Injection,0.99,auto_candidate
Solifenacin as succinate,Solifenacin As Succinate,5,Solifenacin as succinate,0.99,auto_candidate
Soluble Insulin aspart….50% + Protamine-crystallised Insulin aspart…..50%,Soluble Insulin Aspart….50% + Protamine-crystallised Insulin Aspart…..50%,5,Soluble Insulin aspart….50% + Protamine-crystallised Insulin aspart…..50%,0.99,auto_candidate
Spironolactone + Furosemide,Spironolactone + Furosemide,5,Spironolactone + Furosemide,0.99,auto_candidate
Sterile Piperacillin sodium eq to Piperacillin,Sterile Piperacillin Sodium Eq To Piperacillin,5,Sterile Piperacillin sodium eq to Piperacillin,0.99,auto_candidate
Sterile powder of Ceftriaxone sodium eq. to Ceftriaxone,Sterile Powder of Ceftriaxone Sodium Eq To Ceftriaxone,5,Sterile powder of Ceftriaxone sodium eq. to Ceftriaxone,0.99,auto_candidate
Sterile tazobactam sodium eq to tazobactam,Sterile Tazobactam Sodium Eq To Tazobactam,5,Sterile tazobactam sodium eq to tazobactam,0.99,auto_candidate
Sulbactam(as sodium),Sulbactam(as Sodium),5,sulbactam as sodium,0.99,auto_candidate
Sulbactum(as Sodium),Sulbactum(as Sodium),5,Sulbactum(as Sodium),0.99,auto_candidate
Sumitriptan as Succinate,Sumitriptan As Succinate,5,Sumitriptan as Succinate,0.99,auto_candidate
surfactant associated proteins SP-B and SP-C,Surfactant Associated Proteins Sp-b and Sp-c,5,surfactant associated proteins SP-B and SP-C,0.99,auto_candidate
Surfactant Associated Proteins SP-B and SP-C,Surfactant Associated Proteins Sp-b and Sp-c,5,surfactant associated proteins SP-B and SP-C,0.99,auto_candidate
Sustained release pellets of Cyclobenzaprine hydrochloride eq. to Cyclobenzaprine hydrochloride,Sustained Release Pellets of Cyclobenzaprine Hydrochloride Eq To Cyclobenzaprine Hydrochloride,5,Sustained release pellets of Cyclobenzaprine hydrochloride eq. to Cyclobenzaprine hydrochloride,0.99,auto_candidate
Terbinafine(as HCL),Terbinafine(as Hcl),5,Terbinafine(as HCL),0.99,auto_candidate
terile Ceftriaxone Sodium (USP) eq. to Ceftriaxone,Terile Ceftriaxone Sodium (usp) Eq To Ceftriaxone,5,terile Ceftriaxone Sodium (USP) eq. to Ceftriaxone,0.99,auto_candidate
Thiamin (Vitamin B1),Thiamin (vitamin B1),5,Thiamin (Vitamin B1),0.99,auto_candidate
Tiotropium (eq. to 22.5mcg tiotropium Bromide monohydrate,Tiotropium (eq To 22.5mcg Tiotropium Bromide Monohydrate,5,Tiotropium (eq. to 22.5mcg tiotropium Bromide monohydrate,0.99,auto_candidate
Valproate Sodium eq. to valproic acid,Valproate Sodium Eq To Valproic Acid,5,Valproate Sodium eq. to valproic acid,0.99,auto_candidate
"Virus Antigen (FMD Serotypes A,O, Asia-1)","Virus Antigen (fmd Serotypes A,o, Asia-1)",5,"Virus Antigen (FMD Serotypes A,O, Asia-1)",0.99,auto_candidate
Vit. D-3 (Cholecalciferol),Vit. D-3 (cholecalciferol),5,Vit. D-3 (Cholecalciferol),0.99,auto_candidate
α-keto analogue to isoleucine (calcium salt),Α-keto Analogue To Isoleucine (calcium Salt),5,α-keto analogue to isoleucine (calcium salt),0.99,auto_candidate
α-keto analogue to leucine (calcium salt),Α-keto Analogue To Leucine (calcium Salt),5,α-keto analogue to leucine (calcium salt),0.99,auto_candidate
α-keto analogue to methionine (calcium salt),Α-keto Analogue To Methionine (calcium Salt),5,α-keto analogue to methionine (calcium salt),0.99,auto_candidate
α-keto analogue to phenylalanine (calcium salt),Α-keto Analogue To Phenylalanine (calcium Salt),5,α-keto analogue to phenylalanine (calcium salt),0.99,auto_candidate
α-keto analogue to valine (calcium salt),Α-keto Analogue To Valine (calcium Salt),5,α-keto analogue to valine (calcium salt),0.99,auto_candidate
?-keto analogue to valine (calcium salt),-keto Analogue To Valine (calcium Salt),5,?-keto analogue to valine (calcium salt),0.96,auto_candidate
15ml /Iron Protein Succinylate 800mg,15ml / Iron Protein Succinylate 800mg,5,15ml /Iron Protein Succinylate 800mg,0.96,auto_candidate
"A/CK/Kor/01310/2001, CE20) (H9N2, 10^8.5EID50/0.1ml)","A / Ck / Kor / 01310 / 2001, Ce20) (h9n2, 10^8.5eid50 / 0.1ml)",5,"A/CK/Kor/01310/2001, CE20) (H9N2, 10^8.5EID50/0.1ml)",0.96,auto_candidate
Acyclovir..........5% w/w,Acyclovir..........5% W / W,5,Acyclovir..........5% w/w,0.96,auto_candidate
Al+++(as AlPO4),Al + + + (as Alpo4),5,Al+++(as AlPO4),0.96,auto_candidate
Alcohol/Methylated Spirit,Alcohol / Methylated Spirit,5,Alcohol/Methylated Spirit,0.96,auto_candidate
Aradine injection IV/IM,Aradine Injection Iv / Im,5,Aradine injection IV/IM,0.96,auto_candidate
Artimether+ lumefantrine,Artimether + Lumefantrine,5,Artimether+ lumefantrine,0.96,auto_candidate
AVI ND HB1+IB Vaccine,Avi Nd Hb1 + Ib Vaccine,5,AVI ND HB1+IB Vaccine,0.96,auto_candidate
Clobetasol Propionate....0.05% w/w,Clobetasol Propionate....0.05% W / W,5,Clobetasol Propionate....0.05% w/w,0.96,auto_candidate
Clobetasol Propionate...0.050% w/w,Clobetasol Propionate...0.050% W / W,5,Clobetasol Propionate...0.050% w/w,0.96,auto_candidate
Clotrimazole.............1% w/w,Clotrimazole.............1% W / W,5,Clotrimazole.............1% w/w,0.96,auto_candidate
E/N,E / N,5,E/N,0.96,auto_candidate
Fluocinolone Acetonide....0.01% w/w Hydroquinone...4% w/w Tretinoin....0.05% w/w,Fluocinolone Acetonide....0.01% W / W Hydroquinone...4% W / W Tretinoin....0.05% W / W,5,Fluocinolone Acetonide....0.01% w/w Hydroquinone...4% w/w Tretinoin....0.05% w/w,0.96,auto_candidate
Inactivated Avian Influenza A/Chicken/Egypt/114940v/NLQP/2011(H9N2),Inactivated Avian Influenza A / Chicken / Egypt / 114940v / Nlqp / 2011(h9n2),5,Inactivated Avian Influenza A/Chicken/Egypt/114940v/NLQP/2011(H9N2),0.96,auto_candidate
"Inactivated Avian Influenza Virus, A/Chicken/Egypt/114940V/NLQP/2011(H9N2)","Inactivated Avian Influenza Virus, A / Chicken / Egypt / 114940v / Nlqp / 2011(h9n2)",5,"Inactivated Avian Influenza Virus, A/Chicken/Egypt/114940V/NLQP/2011(H9N2)",0.96,auto_candidate
"Infectious Bronchitis virus (KH-120 strain, Min. 10^5.5 EID50/mL","Infectious Bronchitis Virus (kh-120 Strain, Min. 10^5.5 Eid50 / Ml",5,"Infectious Bronchitis virus (KH-120 strain, Min. 10^5.5 EID50/mL",0.96,auto_candidate
insulin degludec/ insulin aspart in ratio 70/30,Insulin Degludec / Insulin Aspart In Ratio 70 / 30,5,insulin degludec/ insulin aspart in ratio 70/30,0.96,auto_candidate
ITA ND+IB+EDS Vaccine,Ita Nd + Ib + Eds Vaccine,5,ITA ND+IB+EDS Vaccine,0.96,auto_candidate
Levonorgestrel+Ethinylestradiol,Levonorgestrel + Ethinylestradiol,5,Levonorgestrel+Ethinylestradiol,0.96,auto_candidate
"Newcastle Disease virus (B1 strain, Min. 10^7.5 EID 50/ml","Newcastle Disease Virus (b1 Strain, Min. 10^7.5 Eid 50 / Ml",5,"Newcastle Disease virus (B1 strain, Min. 10^7.5 EID 50/ml",0.96,auto_candidate
Permethrin.... 5% w/w,Permethrin.... 5% W / W,5,Permethrin.... 5% w/w,0.96,auto_candidate
Permethrin..... 5% w/v,Permethrin..... 5% W / V,5,Permethrin..... 5% w/v,0.96,auto_candidate
R/O USP qs,R / O Usp Qs,5,R/O USP qs,0.96,auto_candidate
Silver Sulphadiazine....1% w/w,Silver Sulphadiazine....1% W / W,5,Silver Sulphadiazine....1% w/w,0.96,auto_candidate
Diclofenac sodium coated pellets 33% w/w eq. to Diclofenac sodium,Diclofenac Sodium Coated Pellets 33% W / W Eq To Diclofenac Sodium,5,diclofenac sodium,0.92,review_candidate
Duloxitine HCl Equivalent to Duloxitine (as enteric coated pellets),Duloxitine Hcl Eq To Duloxitine (as Enteric Coated Pellets),5,Duloxetine,0.92,review_candidate
irIron (III) Hydroxide Polymaltose Complex equivalent to elemental iron,Iriron (iii) Hydroxide Polymaltose Complex Eq To Elemental Iron,5,Elemental Iron (III) as Iron Sucrose,0.92,review_candidate
Clindamycin (as Phosphate) ...1% w/w Benzoyl Peroxide ….5% w/w,Clindamycin (as Phosphate) ...1% W / W Benzoyl Peroxide ….5% W / W,5,Clindamycin (as Phosphate) ...1% w/w Benzoyl Peroxide ….5% w/w,0.83,review_candidate
Clindamycin Phosphate.........1% w/w,Clindamycin Phosphate.........1% W / W,5,Clindamycin Phosphate.........1% w/w,0.83,review_candidate
Losartan potassium+ Hydrochlothaizide,Losartan Potassium + Hydrochlothaizide,5,Irbesartan + Hydrochlorothiazide,0.83,review_candidate
"27mg rivastigmine base, in vivo release rate of 13.3mg/24hours","27mg Rivastigmine Base, In Vivo Release Rate of 13.3mg / 24hours",5,"27mg rivastigmine base, in vivo release rate of 13.3mg/24hours",0.79,manual_review
"BCG for Immunotherapy B.P., SII-ONCO-BCG, (Freeze-Dried), Powder for Intravesical Instillation, Each vial contains: - Bacillus Calmette-Guerin Strain: 40mg/ml (between 1 – 19.2 X 10(8) CFU)","Bcg For Immunotherapy B.p., Sii-onco-bcg, (freeze-dried), Powder For Intravesical Instillation, Each Vial Contains: - Bacillus Calmette-guerin Strain: 40mg / Ml (between 1 – 19.2 X 10(8) Cfu)",5,"BCG for Immunotherapy B.P., SII-ONCO-BCG, (Freeze-Dried), Powder for Intravesical Instillation, Each vial contains: - Bacillus Calmette-Guerin Strain: 40mg/ml (between 1 – 19.2 X 10(8) CFU)",0.79,manual_review
Finesse 50mg/5ml Suspension,Finesse 50mg / 5ml Suspension,5,Finesse 50mg/5ml Suspension,0.79,manual_review
